Time;Length;Protocol;Source IP;Destination IP;procedurecode;Info;criticality;protocolies;tac;sst;sd;relativeamfcapacity;rrcestablishmentcause;nas_5gs_mm_suci_supi_fmt;nas_5gs_mm_type_id;nas_5gs_mm_suci_routing_indicator;nas_5gs_mm_suci_pki;nas_5gs_mm_suci_scheme_id;suci_scheme_output;nas_pdu;per_octet_string_length;nas_5gs_epd;nas_5gs_security_header_type;nas_5gs_security_header_type;nas_5gs_mm_message_type;nas_5gs_mm_5gmm_cause;gsm_a_dtap_rand;gsm_a_dtap_autn;gsm_a_dtap_auts;gsm_a_dtap_autn_sqn_xor_ak;gsm_a_dtap_autn_mac
2024-03-08 10:50:03.585705;124;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:01:7e:00:43;10;126;2;2;0x43;;;;;;
2024-03-08 10:50:03.585746;164;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:02:7e:00:67:01:00:08:2e:01:0d:c1:00:00:91:a1:12:01:81:22:08:01:00:03:e8:0a:00:00:64:25:11:03:64:6e:6e:08:6b:65:79:73:69:67:68:74:03:63:6f:6d;53;126;2;2;0x67;;;;;;
2024-03-08 10:50:03.585994;1128;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:03.606992;1006;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:03.626786;244;NGAP;20.0.20.10;20.0.2.10;29;;0;4;;01;00:03:e8;;;;;;;;;;79;126;2;2;0x68;;;;;;
2024-03-08 10:50:03.626963;124;NGAP;20.0.2.10;20.0.20.10;29;;0;3;;;;;;;;;;;;;13;;;;;;;;;;
2024-03-08 10:50:03.627135;662;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:04.664329;132;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:03:7e:00:67:01:00:04:2e:01:0e:d1:12:01;19;126;2;2;0x67;;;;;;
2024-03-08 10:50:04.664558;586;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:04.684500;652;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:04.684718;140;NGAP;20.0.20.10;20.0.2.10;28;;0;4;;;;;;;;;;;;7e:02:00:00:00:00:03:7e:00:68:01:00:05:2e:01:0e:d3:24:12:01;20;126;2;2;0x68;;;;;;
2024-03-08 10:50:04.684797;132;NGAP;20.0.2.10;20.0.20.10;28;;0;4;1011;;;;;;;;;;;;1;;;;;;;;;;
2024-03-08 10:50:04.684818;132;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:04:7e:00:67:01:00:04:2e:01:0e:d4:12:01;19;126;2;2;0x67;;;;;;
2024-03-08 10:50:04.684858;136;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;2;;;;;7e:02:00:00:00:00:05:7e:00:45:61:00:0b:f2:22:f6:40:01:00:83:00:00:00:00;24;126;2;2;0x45;;;;;;
2024-03-08 10:50:04.684980;651;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:04.704911;588;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:04.726694;120;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:02:00:00:00:00:04:7e:00:46;10;126;2;2;0x46;;;;;;
2024-03-08 10:50:04.726744;88;NGAP;20.0.20.10;20.0.2.10;41;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:04.726816;88;NGAP;20.0.2.10;20.0.20.10;41;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:05.578484;200;NGAP;20.0.2.10;20.0.20.10;15;InitialUEMessage;1;6;1011;;;;3;;2;;;;;7e:01:00:00:00:00:06:7e:00:41:69:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:2e:02:f0:f0:71:00:2a:7e:00:41:69:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:10:01:00:2e:02:f0:f0:2f:09:08:01:00:03:e8:0a:00:00:64:52:22:f6:40:00:03:f3;73;126;1;1;0x41;;;;;;
2024-03-08 10:50:05.599840;160;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:02:00:00:00:00:05:7e:00:56:00:02:00:00:21:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:20:10:ff:ff:ff:ff:ff:ff:80:00:00:29:b1:4e:f2:f3:6e:46;49;126;2;2;0x56;;ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff;ff:ff:ff:ff:ff:ff:80:00:00:29:b1:4e:f2:f3:6e:46;;ff:ff:ff:ff:ff:ff;00:29:b1:4e:f2:f3:6e:46
2024-03-08 10:50:05.599926;148;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:00:57:2d:10:b5:95:b3:75:9a:9c:45:71:6c:3a:99:92:47:ba:0c:e5;21;126;0;0;0x57;;;;;;
2024-03-08 10:50:05.600454;124;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:03:00:00:00:00:00:7e:00:5d:00:00:02:f0:f0:e1;16;126;3;3;0x5d;;;;;;
2024-03-08 10:50:05.600511;196;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;5;;;;;7e:04:00:00:00:00:00:7e:00:5e:77:00:09:85:76:00:00:00:00:00:00:f1:71:00:2a:7e:00:41:69:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:10:01:00:2e:02:f0:f0:2f:09:08:01:00:03:e8:0a:00:00:64:52:22:f6:40:00:03:f3;67;126;4;4;0x5e;;;;;;
2024-03-08 10:50:05.618611;232;NGAP;20.0.20.10;20.0.2.10;14;;0;7;;01;00:03:e8;;;;2;;;;;7e:02:00:00:00:00:01:7e:00:42:01:01:77:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:54:07:00:22:f6:40:00:03:f3:15:09:08:01:00:03:e8:0a:00:00:64:21:03:01:00:01:5e:01:05;54;126;2;2;0x42;;;;;;
2024-03-08 10:50:05.618699;104;NGAP;20.0.2.10;20.0.20.10;14;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:05.618761;112;NGAP;20.0.2.10;20.0.20.10;44;;1;3;;;;;;;;;;;;;17;;;;;;;;;;
2024-03-08 10:50:05.618788;124;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:01:7e:00:43;10;126;2;2;0x43;;;;;;
2024-03-08 10:50:05.618831;164;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:02:7e:00:67:01:00:08:2e:01:0f:c1:00:00:91:a1:12:01:81:22:08:01:00:03:e8:0a:00:00:64:25:11:03:64:6e:6e:08:6b:65:79:73:69:67:68:74:03:63:6f:6d;53;126;2;2;0x67;;;;;;
2024-03-08 10:50:05.619064;1128;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:05.660562;1006;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:05.660862;244;NGAP;20.0.20.10;20.0.2.10;29;;0;4;;01;00:03:e8;;;;;;;;;;79;126;2;2;0x68;;;;;;
2024-03-08 10:50:05.661022;124;NGAP;20.0.2.10;20.0.20.10;29;;0;3;;;;;;;;;;;;;13;;;;;;;;;;
2024-03-08 10:50:05.661178;662;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:06.696955;132;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:03:7e:00:67:01:00:04:2e:01:10:d1:12:01;19;126;2;2;0x67;;;;;;
2024-03-08 10:50:06.697195;586;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:06.718078;652;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:06.718268;140;NGAP;20.0.20.10;20.0.2.10;28;;0;4;;;;;;;;;;;;7e:02:00:00:00:00:03:7e:00:68:01:00:05:2e:01:10:d3:24:12:01;20;126;2;2;0x68;;;;;;
2024-03-08 10:50:06.718349;132;NGAP;20.0.2.10;20.0.20.10;28;;0;4;1011;;;;;;;;;;;;1;;;;;;;;;;
2024-03-08 10:50:06.718371;132;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:04:7e:00:67:01:00:04:2e:01:10:d4:12:01;19;126;2;2;0x67;;;;;;
2024-03-08 10:50:06.718410;136;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;2;;;;;7e:02:00:00:00:00:05:7e:00:45:01:00:0b:f2:22:f6:40:01:00:83:00:00:00:00;24;126;2;2;0x45;;;;;;
2024-03-08 10:50:06.718535;651;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:06.738430;588;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:06.759058;120;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:02:00:00:00:00:04:7e:00:46;10;126;2;2;0x46;;;;;;
2024-03-08 10:50:06.759108;88;NGAP;20.0.20.10;20.0.2.10;41;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:06.759214;88;NGAP;20.0.2.10;20.0.20.10;41;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:07.612599;200;NGAP;20.0.2.10;20.0.20.10;15;InitialUEMessage;1;6;1011;;;;3;;2;;;;;7e:01:00:00:00:00:06:7e:00:41:09:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:2e:02:f0:f0:71:00:2a:7e:00:41:09:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:10:01:00:2e:02:f0:f0:2f:09:08:01:00:03:e8:0a:00:00:64:52:22:f6:40:00:03:f3;73;126;1;1;0x41;;;;;;
2024-03-08 10:50:07.634117;160;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:02:00:00:00:00:05:7e:00:56:01:02:00:00:21:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:20:10:ff:ff:ff:ff:ff:ff:80:00:00:29:b1:4e:f2:f3:6e:46;49;126;2;2;0x56;;ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff;ff:ff:ff:ff:ff:ff:80:00:00:29:b1:4e:f2:f3:6e:46;;ff:ff:ff:ff:ff:ff;00:29:b1:4e:f2:f3:6e:46
2024-03-08 10:50:07.634221;148;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:00:57:2d:10:b5:95:b3:75:9a:9c:45:71:6c:3a:99:92:47:ba:0c:e5;21;126;0;0;0x57;;;;;;
2024-03-08 10:50:07.634993;124;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:03:00:00:00:00:00:7e:00:5d:00:01:02:f0:f0:e1;16;126;3;3;0x5d;;;;;;
2024-03-08 10:50:07.635099;196;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;5;;;;;7e:04:00:00:00:00:00:7e:00:5e:77:00:09:85:76:00:00:00:00:00:00:f1:71:00:2a:7e:00:41:09:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:10:01:00:2e:02:f0:f0:2f:09:08:01:00:03:e8:0a:00:00:64:52:22:f6:40:00:03:f3;67;126;4;4;0x5e;;;;;;
2024-03-08 10:50:07.654321;232;NGAP;20.0.20.10;20.0.2.10;14;;0;7;;01;00:03:e8;;;;2;;;;;7e:02:00:00:00:00:01:7e:00:42:01:01:77:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:54:07:00:22:f6:40:00:03:f3:15:09:08:01:00:03:e8:0a:00:00:64:21:03:01:00:01:5e:01:05;54;126;2;2;0x42;;;;;;
2024-03-08 10:50:07.654411;104;NGAP;20.0.2.10;20.0.20.10;14;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:07.654429;112;NGAP;20.0.2.10;20.0.20.10;44;;1;3;;;;;;;;;;;;;17;;;;;;;;;;
2024-03-08 10:50:07.654452;124;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:01:7e:00:43;10;126;2;2;0x43;;;;;;
2024-03-08 10:50:07.654493;164;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:02:7e:00:67:01:00:08:2e:01:11:c1:00:00:91:a1:12:01:81:22:08:01:00:03:e8:0a:00:00:64:25:11:03:64:6e:6e:08:6b:65:79:73:69:67:68:74:03:63:6f:6d;53;126;2;2;0x67;;;;;;
2024-03-08 10:50:07.654722;1128;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:07.696106;1006;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:07.715876;244;NGAP;20.0.20.10;20.0.2.10;29;;0;4;;01;00:03:e8;;;;;;;;;;79;126;2;2;0x68;;;;;;
2024-03-08 10:50:07.716106;124;NGAP;20.0.2.10;20.0.20.10;29;;0;3;;;;;;;;;;;;;13;;;;;;;;;;
2024-03-08 10:50:07.716262;662;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:08.753853;132;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:03:7e:00:67:01:00:04:2e:01:12:d1:12:01;19;126;2;2;0x67;;;;;;
2024-03-08 10:50:08.754058;586;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:08.774999;652;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:08.775204;140;NGAP;20.0.20.10;20.0.2.10;28;;0;4;;;;;;;;;;;;7e:02:00:00:00:00:03:7e:00:68:01:00:05:2e:01:12:d3:24:12:01;20;126;2;2;0x68;;;;;;
2024-03-08 10:50:08.775284;132;NGAP;20.0.2.10;20.0.20.10;28;;0;4;1011;;;;;;;;;;;;1;;;;;;;;;;
2024-03-08 10:50:08.775305;132;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:04:7e:00:67:01:00:04:2e:01:12:d4:12:01;19;126;2;2;0x67;;;;;;
2024-03-08 10:50:08.775348;136;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;2;;;;;7e:02:00:00:00:00:05:7e:00:45:11:00:0b:f2:22:f6:40:01:00:83:00:00:00:00;24;126;2;2;0x45;;;;;;
2024-03-08 10:50:08.775470;651;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:08.775900;588;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:08.796728;120;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:02:00:00:00:00:04:7e:00:46;10;126;2;2;0x46;;;;;;
2024-03-08 10:50:08.796771;88;NGAP;20.0.20.10;20.0.2.10;41;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:08.796942;88;NGAP;20.0.2.10;20.0.20.10;41;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:09.650166;200;NGAP;20.0.2.10;20.0.20.10;15;InitialUEMessage;1;6;1011;;;;3;;2;;;;;7e:01:00:00:00:00:06:7e:00:41:19:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:2e:02:f0:f0:71:00:2a:7e:00:41:19:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:10:01:00:2e:02:f0:f0:2f:09:08:01:00:03:e8:0a:00:00:64:52:22:f6:40:00:03:f3;73;126;1;1;0x41;;;;;;
2024-03-08 10:50:09.666249;160;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:02:00:00:00:00:05:7e:00:56:02:02:00:00:21:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:20:10:ff:ff:ff:ff:ff:ff:80:00:00:29:b1:4e:f2:f3:6e:46;49;126;2;2;0x56;;ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff;ff:ff:ff:ff:ff:ff:80:00:00:29:b1:4e:f2:f3:6e:46;;ff:ff:ff:ff:ff:ff;00:29:b1:4e:f2:f3:6e:46
2024-03-08 10:50:09.666351;148;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:00:57:2d:10:b5:95:b3:75:9a:9c:45:71:6c:3a:99:92:47:ba:0c:e5;21;126;0;0;0x57;;;;;;
2024-03-08 10:50:09.666945;124;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:03:00:00:00:00:00:7e:00:5d:00:02:02:f0:f0:e1;16;126;3;3;0x5d;;;;;;
2024-03-08 10:50:09.667008;196;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;5;;;;;7e:04:00:00:00:00:00:7e:00:5e:77:00:09:85:76:00:00:00:00:00:00:f1:71:00:2a:7e:00:41:19:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:10:01:00:2e:02:f0:f0:2f:09:08:01:00:03:e8:0a:00:00:64:52:22:f6:40:00:03:f3;67;126;4;4;0x5e;;;;;;
2024-03-08 10:50:09.670258;232;NGAP;20.0.20.10;20.0.2.10;14;;0;7;;01;00:03:e8;;;;2;;;;;7e:02:00:00:00:00:01:7e:00:42:01:01:77:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:54:07:00:22:f6:40:00:03:f3:15:09:08:01:00:03:e8:0a:00:00:64:21:03:01:00:01:5e:01:05;54;126;2;2;0x42;;;;;;
2024-03-08 10:50:09.670326;104;NGAP;20.0.2.10;20.0.20.10;14;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:09.670364;112;NGAP;20.0.2.10;20.0.20.10;44;;1;3;;;;;;;;;;;;;17;;;;;;;;;;
2024-03-08 10:50:09.670386;124;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:01:7e:00:43;10;126;2;2;0x43;;;;;;
2024-03-08 10:50:09.670454;164;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:02:7e:00:67:01:00:08:2e:01:13:c1:00:00:91:a1:12:01:81:22:08:01:00:03:e8:0a:00:00:64:25:11:03:64:6e:6e:08:6b:65:79:73:69:67:68:74:03:63:6f:6d;53;126;2;2;0x67;;;;;;
2024-03-08 10:50:09.670648;1128;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:09.711791;1006;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:09.712064;244;NGAP;20.0.20.10;20.0.2.10;29;;0;4;;01;00:03:e8;;;;;;;;;;79;126;2;2;0x68;;;;;;
2024-03-08 10:50:09.712208;124;NGAP;20.0.2.10;20.0.20.10;29;;0;3;;;;;;;;;;;;;13;;;;;;;;;;
2024-03-08 10:50:09.712330;662;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:10.747839;132;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:03:7e:00:67:01:00:04:2e:01:14:d1:12:01;19;126;2;2;0x67;;;;;;
2024-03-08 10:50:10.748069;586;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:10.769030;652;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:10.769230;140;NGAP;20.0.20.10;20.0.2.10;28;;0;4;;;;;;;;;;;;7e:02:00:00:00:00:03:7e:00:68:01:00:05:2e:01:14:d3:24:12:01;20;126;2;2;0x68;;;;;;
2024-03-08 10:50:10.769314;132;NGAP;20.0.2.10;20.0.20.10;28;;0;4;1011;;;;;;;;;;;;1;;;;;;;;;;
2024-03-08 10:50:10.769335;132;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:04:7e:00:67:01:00:04:2e:01:14:d4:12:01;19;126;2;2;0x67;;;;;;
2024-03-08 10:50:10.769376;136;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;2;;;;;7e:02:00:00:00:00:05:7e:00:45:21:00:0b:f2:22:f6:40:01:00:83:00:00:00:00;24;126;2;2;0x45;;;;;;
2024-03-08 10:50:10.769521;651;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:10.789306;588;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:10.831621;120;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:02:00:00:00:00:04:7e:00:46;10;126;2;2;0x46;;;;;;
2024-03-08 10:50:10.831669;88;NGAP;20.0.20.10;20.0.2.10;41;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:50:10.831746;88;NGAP;20.0.2.10;20.0.20.10;41;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:52:13.575934;132;NGAP;20.0.2.10;20.0.20.10;21;;0;4;1011;01;00:03:e8;;;;;;;;;;12;;;;;;;;;;
2024-03-08 10:52:13.576082;124;NGAP;20.0.20.10;20.0.2.10;21;;0;4;;01;00:03:e8;10;;;;;;;;;11;;;;;;;;;;
2024-03-08 10:52:13.576331;132;NGAP;20.0.2.11;20.0.20.11;21;;0;4;1011;01;00:03:e8;;;;;;;;;;12;;;;;;;;;;
2024-03-08 10:52:13.576392;124;NGAP;20.0.20.11;20.0.2.11;21;;0;4;;01;00:03:e8;10;;;;;;;;;11;;;;;;;;;;
2024-03-08 10:52:13.616400;140;NGAP;20.0.2.10;20.0.20.10;15;InitialUEMessage;1;5;1011;;;;3;0;1;1234;1;0;;7e:00:41:79:00:0d:01:22:f6:40:21:43:00:01:00:00:00:00:f1:2e:02:f0:f0;23;126;0;0;0x41;;;;;;
2024-03-08 10:52:13.617841;152;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:00:56:00:02:00:00:21:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:20:10:ff:ff:ff:ff:ff:ff:80:00:00:29:b1:4e:f2:f3:6e:46;42;126;0;0;0x56;;ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff:ff;ff:ff:ff:ff:ff:ff:80:00:00:29:b1:4e:f2:f3:6e:46;;ff:ff:ff:ff:ff:ff;00:29:b1:4e:f2:f3:6e:46
2024-03-08 10:52:13.617914;148;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:00:57:2d:10:b5:95:b3:75:9a:9c:45:71:6c:3a:99:92:47:ba:0c:e5;21;126;0;0;0x57;;;;;;
2024-03-08 10:52:13.618622;128;NGAP;20.0.20.10;20.0.2.10;4;DownlinkNASTransport;1;3;;;;;;;;;;;;7e:03:00:00:00:00:00:7e:00:5d:00:00:02:f0:f0:e1:36:01:02;19;126;3;3;0x5d;;;;;;
2024-03-08 10:52:13.618733;192;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;0;5;1234;1;0;;7e:04:00:00:00:00:00:7e:00:5e:77:00:09:85:76:00:00:00:00:00:00:f1:71:00:25:7e:00:41:79:00:0d:01:22:f6:40:21:43:00:01:00:00:00:00:f1:10:01:00:2e:02:f0:f0:2f:09:08:01:00:03:e8:0a:00:00:64;62;126;4;4;0x5e;;;;;;
2024-03-08 10:52:13.662178;232;NGAP;20.0.20.10;20.0.2.10;14;;0;7;;01;00:03:e8;;;;2;;;;;7e:02:00:00:00:00:01:7e:00:42:01:01:77:00:0b:f2:22:f6:40:01:00:83:00:00:00:00:54:07:00:22:f6:40:00:03:f3:15:09:08:01:00:03:e8:0a:00:00:64:21:01:01:5e:01:05;52;126;2;2;0x42;;;;;;
2024-03-08 10:52:13.662289;104;NGAP;20.0.2.10;20.0.20.10;14;;0;2;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:52:13.662327;112;NGAP;20.0.2.10;20.0.20.10;44;;1;3;;;;;;;;;;;;;17;;;;;;;;;;
2024-03-08 10:52:13.662352;124;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:01:7e:00:43;10;126;2;2;0x43;;;;;;
2024-03-08 10:52:13.662403;164;NGAP;20.0.2.10;20.0.20.10;46;UplinkNASTransport;1;4;1011;;;;;;;;;;;7e:02:00:00:00:00:02:7e:00:67:01:00:08:2e:01:01:c1:00:00:91:a1:12:01:81:22:08:01:00:03:e8:0a:00:00:64:25:11:03:64:6e:6e:08:6b:65:79:73:69:67:68:74:03:63:6f:6d;53;126;2;2;0x67;;;;;;
2024-03-08 10:52:13.662683;1245;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:52:13.704937;1075;HTTP2;20.100.40.100;20.100.100.1;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-03-08 10:52:13.705262;244;NGAP;20.0.20.10;20.0.2.10;29;;0;4;;01;00:03:e8;;;;;;;;;;79;126;2;2;0x68;;;;;;
2024-03-08 10:52:13.705494;124;NGAP;20.0.2.10;20.0.20.10;29;;0;3;;;;;;;;;;;;;13;;;;;;;;;;
2024-03-08 10:52:13.705624;662;HTTP2;20.100.100.1;20.100.40.100;;;;;;;;;;;;;;;;;;;;;;;;;;;
